,post,sujet
184,"

Marc Mongenet
pointe quelque chose d'important, au delà des polémiques, c'est que l'article est extrèmement évasif et doit gagner en précision.
(->Jn)
*


",frerebogdanof_travaux
185,"
Les lignes qui mentionne le taux de citation quasiment nul des articles des Bogdanov ont été supprimées.
C'est un fait objectif vérifiable via:

http://www-spires.slac.stanford.edu/cgi-bin/spiface/find/hep/www?FORMAT=WWWCITE=find+a+bogdanoff
(Lien trouvé dans un des messages d'un forum vers lequel nous a orienté Camille M, le 9 Aout 2005 à 16:31).

Il faut également préciser la signification de ce fait auprès du grand public.

",frerebogdanof_travaux
186,"

Il faut aussi penser à faire la même chose avec les noms de tous les éminents professeurs  doctorants pro ou anti-bogdanoff. Tant qu'on y est.
(->Jn)
*


",frerebogdanof_travaux
187,"
Que fait on ensuite ? On les additionne pour voir quel camp à gagné ? On devra également être capable de faire du bon pain avant de critiquer son boulanger ? Peut on envisager l'idée folle que les vraies raisons qui m'amenent à signaler cela, c'est pour que le lecteur lambda ait une idée plus "" précise "" de l'écho des ""résultats"" des Bogdanov auprès de la communauté scientifique. Libre ensuite à lui de croire que c'est parce que les jumeaux sont trop en avance sur leur époque. Mais si c'est une fois de plus mon mépris et ma rancoeur qui ont parlé... D'ailleurs, je n'ai pas modifié l'article.

--
Green Heart
12 août 2005 à 17:05 (CEST)


",frerebogdanof_travaux
188,"

La question n'est pas le nombre de citations
en soi
, mais le décalage entre la prétention affirmée des B. d'être reconnu comme auteurs d'une théorie révolutionnaire et extraordinairement importante dans la communauté scientifique et la simple réalité... C'est le même genre d'enfumage qu'Igor introduit toute les nuits avec son adjectif « prestitigeux » devant les noms des revues qui l'ont publié (en oubliant d'ajouter que ces mêmes revues, toujours aussi prestigieuses - sinon plus encore - se sont excusé auprès de leur lectorat d'avoir publié ces articles et promis une plus grande vigilance à l'avenir). Maintenant si tu tiens à compter les citations de publications des détracteurs des B. commence par compter pour Alain Connes et Alain Riazuelo, ça risque de te prendre pas mal de temps ! --
YBM
12 août 2005 à 16:16 (CEST)


",frerebogdanof_travaux
189,"

Des ""gens qui s'y croient"", ça n'a rien de nouveau, il y en a toujours eu, mais qui est dupe ? Dans la communauté scientifique et même parmi les défenseurs des frères B., qui le compare à Einstein ? Où est le vrai problème ?
(->Jn)
*

",frerebogdanof_travaux
190,"

Parmi les défenseurs, enfin plutôt les groupies, il y en a. Le livre suggère ce genre de rapprochement de la première à la dernière ligne (cf.
Le mystère abyssal de l’étrange secret du Big Bang
. Le vrai problème ? Le détournement du rôle de l'animateur d'émission scientifique (sans parler de l'inanité du contenu habituel)... --
YBM
12 août 2005 à 16:36 (CEST)

",frerebogdanof_travaux
191,"

Détournement du rôle d'animateur d'émission scientifique ??? Mais... Il est défini au JO ce rôle ? Tu fais de plus en plus ""Oui-oui découvre le monde"" !
(->Jn)
*

",frerebogdanof_travaux
192,"

C'est un élément d'éthique de base de tout journaliste. Je sais bien qu'il est assez peu respecté dans la profession en général (et il est important qu'ils soient alors dénoncés comme le fait, par exemple
Acrimed
. Quoique ce type bien particulier de manquement à cette éthique ne se trouve pas si souvent. Si on ne regarde que la partie de la profession qui s'est spécialisé en sciences, il n'y a pas, à ma connaissance, d'autres exemples ne serait-ce que similaires (même chez des présentateurs d'émissions de vulgarisation aussi régulièrement décriés tels que J.-C. Bourret, Bonaldi ou de Closet). Si tu en connais, n'hésite pas.

",frerebogdanof_travaux
193,"
Acrimed, ils sont l'opposé même de la déontologie !? Leur soi-disant ""observation des médias"" consiste surtout à critiquer les gens avec qui ils ne sont pas d'accord,

",frerebogdanof_travaux
194,"

La meilleure des preuves, c'est le fait qu'il aient accepté l'article immonde qu'YBM a écrit sur les Bogdanoff (sous son nom : Jean-Pierre Messager) ! Ce n'est d'ailleurs pas pour rien qu'il cite Acrimed en exemple... mais quand même, sans mettre le lien directement vers son propre article, ce qui aurait été
encore
moins discret !


Et quelques lignes plus haut, un lien vers son blog ""Epiphysique""... qui ne pointe pas directement sur ses propres messages, mais sur ceux de Romnulphe...

Sacré YBM ! Il faut quand même lui reconnaître une certaine ""finesse"", si on peut dire, en tout cas une certaine volonté de ne pas avoir l'air de faire ce qu'il fait : de la pub pour son ""oeuvre"", tout en accusant les Bogdanoff de faire leur auto-promotion...


Laurence67
12 août 2005 à 23:02 (CEST)


",frerebogdanof_travaux
195,"
Je n'aurais aucune honte, et l'ai d'ailleurs fait, à indiquer mes propres articles en liens.

",frerebogdanof_travaux
196,"
Je sais bien que tu l'as fait, tu le fais tout le temps depuis le début de l'affaire ! Ce qui m'a fait rire, là, c'est que tu diriges le lecteur vers Acrimed et Epiphysique, mais juste ""à côté"", parce que tu vois qu'ici ce n'est pas une cour de récré où tes copains vont ricaner en coeur à chacune de tes vannes, tu sens qu'il faut un peu plus de finesse que sur les forums...

",frerebogdanof_travaux
197,"
Pourquoi donc ? Ils ne contiennent ni faux, ni auto-promotion (j'y parle de moi ?),

",frerebogdanof_travaux
198,"

Ton auto-promotion ce sont les articles eux-mêmes, et les liens que tu mets partout vers ces articles et messages ! Et comme par hasard, ton ""enquête"" sur les Bogdanoff t'amène à contacter une quantité de journalistes et de scientifiques, et donc à te faire connaître d'un large éventail de gens dont le domaine d'activités t'intéresse ! En terme de marketing branché on appelle ça ""se constituer un réseau"". C'est
ça
, l'auto-promotion !


Alors, dis-nous : qu'est-ce que tu as en tête, comme reconversion professionnelle ? Journaliste ? Tu ne vas pas te contenter indéfiniment d'être une modeste star de blog, non ?

",frerebogdanof_travaux
199,"

Ma seule ambition, Laurence, est d'avoir l'insigne honneur de continuer à débattre avec une personne comme toi, dotée de si admirables qualités telles que de se livrer à une profonde analyse de se qu'elle lit, de répondre avec une grande finesse et une large culture dans les domaines les plus variés et les plus avancés de la science moderne, d'éviter l'écueil des attaques
ad personam
et même
ad hominem
pour se concentrer calmement sur le fond des choses. C'est une chose rare de nos jours, surtout sur l'Internet. --
YBM
13 août 2005 à 00:34 (CEST)


",frerebogdanof_travaux
200,"
ni bourdes monumentale. Ce qui serait assez dégueu de ma part, par contre, serait d'écrire, par exemple dans Wikipedia, ce genre de chose :

",frerebogdanof_travaux
201,"
Non, pas de bourdes, rien de dégueu, à part la mauvaise foi, la diffamation, l'acharnement à descendre deux types qui ne t'ont rien fait, dans le but de te faire connaître dans un milieu qui t'intéresse, et auquel tu rêves d'accéder...

Laurence67
13 août 2005 à 00:09 (CEST)


",frerebogdanof_travaux
202,"


« Diplômé en mathématiques de l'université de Strasbourg, prestigieuse université héritière à la fois des mathématiciens les plus éminent du groupe Bourbaki (
Henri Cartan
,
André Weil
) et des
intuitionnistes
, travaillant en particulier sous la direction de XXX XXX, ancien élève de
Donald Knuth
de
Université de Stanford
, il obtient la mention

très bien
, rarement attribuée. »




",frerebogdanof_travaux
203,"

Ça ne te rappelle pas une petite rangaine qui revient
toutes les nuits
de ce doux mois d'août ? Si oui, ça ne m'étonne pas. Par contre je vais te décevoir, cette phrase ne contient que des éléments vrais et vérifiables et pourtant ce ne serait que du blabla destiné à abuser le public. En particulier cette phrase ne devrait
rien
laisser inférer quant à la valeur des critique argumentée que j'ai porté contre ALBB ou autre production Bogdnovite, la seule valeur qui compte c'est le contenu, et là tes protégés ont échoué à répondre. C'est con, non ? --
YBM
12 août 2005 à 23:45 (CEST)


",frerebogdanof_travaux
204,"

en fait dès que quelqu'un dit quelque chose qui leur déplaît, c'est un ""journaliste irresponsable""... Je dirais qu'ils sont plutôt ennemis de la liberté d'expression. D'ailleurs ils ont désactivé la fonction ""forums"" de leurs pages. Jean-Claude Bourret, je l'ai vu attendre les extra-terrestres à Cergy-Pontoise en direct au Journal télé... C'était il y a assez longtemps, à l'époque les ""documentaires pédagogiques"" du dessin animé ""les cités d'or"" expliquaient très sérieusement que ""la science"" ne pouvait s'expliquer certaines constructions pré-colombiennes sauf si celles-ci étaient le fait d'extra-terrestes.
(->Jn)
*


",frerebogdanof_travaux
205,"
""Vérifications"" faites (via les rédif sur la 5ème),c'est juste la dernière phrase du document qui est dite sur le ton de l'humour, du style ""certain (point de science donc)sont tellement émerveillés qu'ils pensent qu'il ne peut s'agir que d'extra-terrestres"".
Evidemment,ce n'est qu'anecdotique.

--
Green Heart
19 août 2005 à 10:52 (CEST)


",frerebogdanof_travaux
206,"

J'ai été voir, par curiosité, l'article sur
Bernard-Henri Lévy
, il ressemble beaucoup à la version d'origine de l'article sur les B. Crois-tu aussi que ceux qui l'ont écrit sont des
oui-oui découvrent le monde
? --
YBM
12 août 2005 à 16:58 (CEST)

",frerebogdanof_travaux
207,"
Je ne comprends pas le rapport !?!

",frerebogdanof_travaux
208,"
Ben c'est un ami des Bogdanov, je crois, donc déjà c'est un ""méchant""...

",frerebogdanof_travaux
209,"

Première nouvelle. Pourquoi après tout. Tu ne crois pas que tu confonds avec
Luc Ferry
?--
YBM
12 août 2005 à 23:54 (CEST)


",frerebogdanof_travaux
210,"
Blague à part, j'ai lu l'article, et il y aurait de quoi faire aussi un article de ""non-neutralité"" sur celui-ci : effectivement il ressemble fort à celui qui était écrit sur les Bogdanoff au début, c'est-à-dire un réquisitoire. C'est terrible qu'une bonne idée à la base comme Wikipédia soit détournée de cette façon, et serve de défouloir à certains internautes haineux. Je précise que je n'ai aucune opinion sur les livres de BHL (que je n'ai pas lus) et que je n'ai aucune sympathie pour le type lui-même... mais si ça sert à ça une encyclopédie libre... moi aussi il y a plein de gens connus que je ne peux pas saquer, je peux aller ruiner leur réputation sur leurs articles respectifs ???
Je plaisante bien sûr, je serais incapable de faire ça, même avec les personnalités que je déteste le plus...

Laurence67
12 août 2005 à 23:27 (CEST)


",frerebogdanof_travaux
211,"

En somme Wikipedia, version Laurence67, c'est le
Who's Who
... --
YBM
12 août 2005 à 23:54 (CEST)


",frerebogdanof_travaux
212,"

Et l'article sur les tartes à la fraise, il est bien aussi ? Ceci dit je suis content d'être allé voir l'article sur BHL pour y lire une superbe citation de Raymond Aron.
(->Jn)
*

Bizarre, j'ai beau ne pas apprécier également BHL que je trouve cette article assez outrancier. Je serais tortueux que j'imaginerais que c'est un fan qui pastiche les détracteurs de BHl, ou BHL lui même!
L'entartrage comme révélateur de qualité...
Sinon, quelqu'un avertirait notre ""philosophe engagé"" afin qu'il vienne nuitament se concocter une petite hagiographie-maison ?
Tiens, cela me donne l'envie d'aller lire l'article (s'il existe)sur Margarine Peugeot.

http://cemapi.free.fr/index.php
(pour se détendre).

Bien également,l'article sur VGE(""héritier professionnel"")...

--
Green Heart
19 août 2005 à 10:52 (CEST)


",frerebogdanof_travaux
213,"
Sinon, un lien externe (vers le site de R.Sunder)apparait, disparait, réapparait...

--
Green Heart
12 août 2005 à 15:43 (CEST)

",frerebogdanof_travaux
214,"

Pour une fois je vais être presque d'accord avec Igor (qui supprime le lien régulièrement, mais qui aurait bien mieux fait d'expliquer ici pourquoi). Sünder (dont on peut lire la préface de l'ouvrage
ici
) prétend que les B. ont repris son idée (d'une origine de l'univers physique à partir d'un « univers mathématique » et de son zéro). Outre qu'il est impossible de prêter le moindre sens à cette idée, il n'y a en dehors de cette vague analogie de formulation, autant que je sache, aucun rapport avec les B. Il y a bien une « affaire B. » pour Sünder, mais elle n'a rien à voir avec les critiques dont sont l'objet les travaux des B. dans le monde scientifique ou télévisuel. En outre Igor prétend avoir gagné un procès contre Sünder, ce que je veux bien volontier admettre, il n'a su, néanmoins, donner la moindre référence vérifiable à un tel procès ni à son verdict. --
YBM
12 août 2005 à 15:58 (CEST)



",frerebogdanof_travaux
215,"

Je le garderais, personnellement, parce qu'à défaut d'avoir un rapport avec ""la polémique"", il est l'expression d'une autre polémique qui aura des suites judiciaires sans doute... et puis il est très drôle (il cite Gödel d'ailleurs)
(->Jn)
*



",frerebogdanof_travaux
216,"

Intéressante la défense de Motl :
once again, the links between the ideas and formulae do not make sense to me, but it would be much harder for me to show that (and why) this paper is nonsense as opposed to many other papers, including some papers that are also published
... Il considère l'article comme inepte mais dit au passage que ça ne lui serait pas forcément facile d'en faire la démonstration et en tout cas pas plus que pour de nombreux autres articles. J'aime bien ce genre de position qui relativise les choses : des mauvais articles en physique fondamentale, il doit en exister pas mal et ils ne sont pas tous signés Bogdanoff.
(->Jn)
*

",frerebogdanof_travaux
217,"

Sa position est certes intéressante (et ne correspond pas du tout, c'est le moins qu'on puisse dire) avec la manière dont Igor la présente. Bien sûr qu'on peut trouver des mauvais papiers en physique théorique (rarement à ce point quand même), mais peu de leurs auteurs tiennent une émission de vulgarisation pour propager leur génie (peu, d'ailleurs, se prennent pour des génies) et présentent dans un livre grand public leurs salades en se présentant faussement (dans les deux sens : 1- c'est faux et 2- avec des
faux
) comme ayant reçu l'
imprimatur
de l'Académie. --
YBM
12 août 2005 à 16:16 (CEST)



",frerebogdanof_travaux
218,"
Une fois de plus, on en revient à la question de la polémique :
Est ce que des personnalités publiques ont le droit de se présenter comme de remarquables scientifiques en mettant en avant de façon biaisée(de mon point de vue)les éléments qui les concernent ?

",frerebogdanof_travaux
219,"

est-ce que Nicolas Sarkozy a le droit de se faire passer pour Zorro ? Est-ce que Dali a (eu) le droit de laisser entendre qu'il a de l'imagination ? Est-ce que x ou y peut se faire passer pour un musicien ? (j'ose pas citer de noms) Est-ce que Bill Gates peut se faire passer pour un inventeur ? Est-ce qu'on a le droit d'être différent de ce qu'on voudrait être ou voudrait faire croire qu'on est ? Apparemment oui ! Pour que ça soit pénalisé, il faut qu'il y ait de l'argent en jeu, mais à part ça, le monde est bourré de tartuffes, so what ?
(->Jn)
*
12 août 2005 à 17:33 (CEST)


",frerebogdanof_travaux
220,"
Si c'est oui, pourquoi un article ?
Enfin,je n'ai jamais prétendu que tout ce qui est reproché aux Bogdanov leur est inhérent. je pense justement qu'ils ont simplement bénéficié de certains disfonctionnements.
La seule différence entre leur cas et beaucoup d'autres, c'est leur médiatisation qui a amené quelques chercheurs à se pencher sur eux. D'où le début de l'histoire.
Il y a des personnes qui a leur postes représentent des scandales plus honteux ? Et alors,le jour où l'un d'eux se présentera dans les médias comme des génies, ils seront vraisemblablement "" démasqués "". Surtout s'ils opèrent dans le domaine scientifique.

--
Green Heart
12 août 2005 à 17:05 (CEST)


",frerebogdanof_travaux
221,"

Les médias c'est compliqué, ça fait entrer en ligne de compte le ""willing suspension of disbelief"" - qui est aussi le moteur de la foi religieuse d'ailleurs : on croit tant qu'on est récompensé par une fiction distrayante ou par l'impression d'avoir compris/ressenti/partagé quelque chose... Là, les sciences humaines (information-communication-sociologie-médiologie-sciences cognitives, etc) ont des choses à te raconter : la vérité qui intéresse 3 tondus et 2 pelés au CNRS n'est pas forcément télégénique, et vice-versa. Et je ne suis même pas sûr qu'on doive chercher à porter un jugement quelconque sur ce fait.
(->Jn)
*

",frerebogdanof_travaux
222,"

Ce n'est pas un point très crucial, mais il est amusant de constater que cette durée fluctue (rien que de très bogdanovitement normal me direz-vous) selon qu'il s'agit d'un argument à charge ou à décharge : quand il s'agit de trouver cette durée anormalement longue alors des tas de raisons viennent expliquer qu'il ne s'agit que de cinq ou six ans
effectifs
, par contre dans d'autres contextes ces dix années deviennent bien pleines :
« Après dix ans de labos on finit par connaître pas mal de monde. Y compris à l'étranger. Y compris Yang. »
(Igor B., fr.sci.physique),
« Otherwise we would not have dedicaded 10 years of research to it. »
(Grichka, sci.physics),
« Dans leur bouquin (que je trouve absolument remarquable) ils expliquent qu'ils ont passé dix ans à travailler sur leurs idées »
(Roland Schwartz alias Igor B., fr.sci.physique, vraiment remarquable effectivement),
« Mais nous n'avons pas sacrifié dix années de notre vie, très durement, au prix d'efforts que tu n'imagines pas, de drames personnels et de déchirements familiaux, pour finir lapidés en place publique. »
(Igor  Grichka B., correspondance personnelle). --
YBM
12 août 2005 à 18:48 (CEST)

",frerebogdanof_travaux
223,"
Est-ce trop demander à la groupie que d'expliquer ce qu'elle reproche au paragraphe suivant qu'elle sucre régulièrement ?
",frerebogdanof_travaux
224,"

On reproche enfin à ce livre de contenir des citations traduites de façon partiale, en faveur des frères Bogdanoff. Selon ces derniers, cela ne résulterait que de mauvaise traduction et ils ont justifié la suppression d'un jugement technique défavorable d'Urs Schreiber (selon lequel rien de ce qui constituait la démarche des Bogdanoff n'était un raisonnement valide) par le fait qu'il s'agissait selon eux d'une opinion personnelle. Malgré la promesse faite de rétablir le texte complet dans les éditions ultérieures de l'ouvrage, seule la conclusion a été rétablie (dans une traduction très discutable), une phrase ironique au milieu du texte
(«À ce stade ils font mention du mot, seulement du mot “température de Hagedorn"", sans remarquer qu’au vu du rôle joué par la température d’Hagedorn en cosmologie des cordes, on est à la limite de l’auto-parodie)»
est toujours manquante. Urs Schreiber juge l'ensemble du procédé
« assez éloigné de l'honnêteté »
et tient cet épisode pour
« une preuve que les préoccupations des auteurs sont tout sauf la science »
.


",frerebogdanof_travaux
225,"

--
YBM
13 août 2005 à 19:54 (CEST)


",frerebogdanof_travaux
226,"
Le discours est ""volontairement"" abscon et les termes ""inappropriés"". Si on se met à interdire au détracteurs d'avoir leur critique (même infondée) !!
Il ne devrait pas avoir de problème sur ce point puisque l'on parle d'un ouvrage de vulgarisation. Un livre donc où au contraire, les termes trop techniques et concepts trop compliqués devraient être en principe exclus.
Comme en plus, il sont utilisés à mauvais escient...

--
Green Heart
14 août 2005 à 00:38 (CEST)


",frerebogdanof_travaux
227,"
Finalement, cet article est très intéressant ...pour les changements opérés par les Bogdanov, pointant malgré eux du doigt ce qui est important (et qui visiblement gêne).
Ainsi, les erreurs ne sont que ""matérielles"" (???) et des raisonnements seraient jugés ""subversifs"" (toujours contre l'ordre établis nos jumeaux).
Enfin, les auteurs ne font que ""suggèrer"" cette mystérieuse correspondance ?

--
Green Heart
14 août 2005 à 12:26 (CEST)

",frerebogdanof_travaux
228,"

Laurence67
qui supprime de manière systématique, sans justification, des éléments strictement
factuels
de l'article.--
YBM
14 août 2005 à 19:33 (CEST)


",frerebogdanof_travaux
229,"
Merci de signer, YBM, toi qui te plains de l'anonymat chez les autres...


C'était très bien essayé, en tout cas, et c'est tellement discret : tu ne veux pas qu'on bloque
tous
les intervenants à part toi, aussi, pour que tu puisses écrire 20 pages sur le terrrrîîîble danger que représentent les frères Bogdanoff pour la science, les médias, la population mondiale, etc. ? Non, je suis bête, il faudrait laisser tes copains ""R"" et Green Heart aussi ! C'est vrai que vous n'aimez pas qu'on vienne vous déranger quand vous déblatérez sur les Bogdanoff... ça rappelle de bons souvenirs !


Je te signale au passage que si je suis bloquée pour ça tu vas l'être aussi : ça fait des heures qu'on joue au ping-pong avec nos versions respectives, je n'ai rien fait de plus que toi. ""Sans justification"" est un abus de plus de ta part : j'ai laissé plein de commentaires sur mes changements, il est possible que tu n'y sois pas sensible, mais ils existent !

Merci quand même pour cette demande, elle illustre mieux que n'importe quelle autre de tes interventions ce que tu es réellement, sous ta pauvre façade de redresseur de torts objectif et sincère...


Laurence67
14 août 2005 à 19:28 (CEST)


",frerebogdanof_travaux
230,"

Tes justifications sont du blabla. Contestes-tu l'exactitude des faits relatés ?--
YBM
14 août 2005 à 19:33 (CEST)

",frerebogdanof_travaux
231,"

C'est malin, j'étais en train de travailler sur l'article quand il a été bloqué. Je reproduis ci-dessous mes modifs pour ne pas les perdre.
R
14 août 2005 à 20:31 (CEST)

",frerebogdanof_travaux
232,"
 == Critiques de ''Avant le big bang'' == 

",frerebogdanof_travaux
233,"

En juin 2004, la publication par les frères Bogdanoff d'
Avant le big bang
{{refl|10}}
, présenté comme un ouvrage de vulgarisation scientifique portant sur leurs travaux, relance la polémique. Ses détracteurs critiquent un livre « truffé d’erreurs en mathématiques, physique et astrophysique »
{{refl|11}}
(comme l'affirmation que l'
expansion de l'univers
affecte de façon importante les distances à l'intérieur du
système solaire
ou que le
nombre d'or
est
transcendant
) et contenant des raisonnements qu'ils jugent indignes de scientifiques (les auteurs affirment par exemple avoir trouvé une mystérieuse correspondance entre quatre ensembles de nombres et les dimensions de l'univers à partir d'un simple jeu d'analogie ou croient voir l'origine du monde dans une simple convention d'algèbre). Il est également reproché aux Bogdanoff d'utiliser un discours volontairement abscons où les termes scientifiques sont inappropriés et parfois faux.


On reproche enfin à ce livre de contenir des citations traduites de façon partiale, en faveur des frères Bogdanoff. Selon ces derniers, cela ne résulterait que de mauvaise traduction et ils ont justifié la suppression d'un jugement technique défavorable d'Urs Schreiber (selon lequel rien de ce qui constituait la démarche des Bogdanoff n'était un raisonnement valide) par le fait qu'il s'agissait selon eux d'une opinion personnelle. Malgré la promesse faite de rétablir le texte complet dans les éditions ultérieures de l'ouvrage, seule la conclusion a été rétablie (dans une traduction très discutable), une phrase ironique au milieu du texte
(«À ce stade ils font mention du mot, seulement du mot “température de Hagedorn"", sans remarquer qu’au vu du rôle joué par la température d’Hagedorn en cosmologie des cordes, on est à la limite de l’auto-parodie)»
est toujours manquante. Urs Schreiber juge l'ensemble du procédé
« assez éloigné de l'honnêteté »
et tient cet épisode pour
« une preuve que les préoccupations des auteurs sont tout sauf la science »
.


",frerebogdanof_travaux
234,"
 == Notes == 

",frerebogdanof_travaux
235,"



{{refa|1}}
Grichka Bogdanoff et Igor Bogdanoff, Spacetime Metric and the KMS Condition at the Planck Scale,
Annals of Physics
,
296
(2002), 90-97.


{{refa|2}}
Grichka Bogdanoff et Igor Bogdanoff, Topological field theory of the initial singularity of spacetime,
Classical and Quantum Gravity
18
(2001), 4341-4372.


{{refa|5}}
http://motls.blogspot.com/2005/06/bogdanoff-papers.html


{{refa|10}}
Igor et Grichka Bogdanoff,
Avant le big bang
, Grasset, Paris, 2004.


{{refa|11}}
David Fossé,

Ciel et Espace

n° 473, pp. 52-55.





",frerebogdanof_travaux
236,"

Tous ces détails rendent l'article bien compliqué à lire... déjà que c'est pas simple au départ ! Ce qu'il nous faut c'est un résumé concis et neutre, et puis des liens pour ceux qui veulent en savoir plus. D'ailleurs votre Schreiber (qui si j'ai bien compris figure dans une annexe du bouquin et n'en est pas le personnage principal), il a un lien pour lui tout seul. Ca devrait suffire, non ? Pour la neutralité, si on cite des erreurs, on devrait citer l'explication des auteurs - mais à ce rythme, ça va nous faire dans les 20 pages à lire
Stitch
15 août 2005 à 17:35 (CEST)


",frerebogdanof_travaux
237,"

On pourrait prendre n'importe quel exemple, mais celui-ci a l'avantage d'être le plus simple à exposer (il s'agit d'un pur caviardage et non d'une réécriture ou d'une inversion plus ou moins subtile de propos). Tant qu'à l'exposer, je pense qu'il faut l'exposer en entier, en particulier le rétablissement partial et imparfait dans les éditions ultérieures de l'ouvrage est très éclairant sur les méthodes des auteurs. Le propos de l'article de Schreiber est, malgré qu'il soit en annexe, central du point de vue du but de l'ouvrage : présenter au grand public le résultats des travaux des auteurs en prétendant prouver qu'ils sont approuvés par la communauté scientifique. --
YBM
15 août 2005 à 18:02 (CEST)

",frerebogdanof_travaux
238,"

Bref les exemples du nombre d'or et du texte de Schreiber sont loin d'être des
détails
, puisqu'ils sont typiques des nombreux problèmes avec ce livre. Il n'y a aucune problème à y inclure les justifications des auteurs, dans les deux cas, à condition de présenter leurs affirmations comme telles et pas comme des
faits
. --
YBM
15 août 2005 à 18:24 (CEST)


",frerebogdanof_travaux
239,"

Tout de même,vous ne trouvez pas qu'il y a disproportion entre ce qu'on peut lire ici et l'importance réelle du bouquin ?
Stitch
15 août 2005 à 18:51 (CEST)

",frerebogdanof_travaux
240,"

Dans le monde scientifique les erreurs sont normales, et font partie du processus si elles sont admises. Les falsifications sont, elle, absolument rédhibitoires. Il ne faut pas perdre de vue que les auteurs se présente comme membres de la communauté scientifique, dans un livre quand même assez bien vendu, et dans des émissions de télévision qui se présentent comme « scientifiques ». Pourquoi, si ça n'avais aucune importance, des revues comme « La Recherche » ou « Ciel  Espace » y aurait consacré des articles ? Pourquoi la Société Française de Physique aurait-elle du communiquer sur le sujet (comme elle l'a fait en 2002) ? --
YBM
15 août 2005 à 19:01 (CEST)


",frerebogdanof_travaux
241,"

Pourquoi, si ça n'avais aucune importance, des revues comme « La Recherche » ou « Ciel  Espace »
Euh, comme ça, à tout hasard, parce que le nom ""bogdanoff"" en couverture fait vendre ??? On connait les motivations des media. Et puis ça marche, on est tous attirés par une accroche un peu sulphureuse, non ? D'ailleurs j'ai vu qu'un magazine récent (oublié le nom) titrait quelque chose comme ""qu'y avait-il avant le big bang"". C'est amusant, ça, je pensais que la question n'était pas sérieuse mais ça doit bien marcher côté marketing. On se demande pourquoi.
Stitch
15 août 2005 à 19:14 (CEST)


",frerebogdanof_travaux
242,"

Un argument pareil me laisse sans voix (j'ai déjà entendu ça ailleurs pourtant). Il est donc impossible de publiciser les turpitudes de
« célébrités »
en étant motivé par autre chose que les retombées en image ou en espèces sonnantes et trébuchantes de cette célébrité... --
YBM
15 août 2005 à 19:25 (CEST)


",frerebogdanof_travaux
243,"
Stitch >
Personne n'a jamais affirmé que c'était la question de l'""avant Big Bang"" qui n'était pas sérieuse, c'est la façon de formaliser tout cela (façon bogdanov) qui est critiquée.Par exemple,le dossier hors-série d'Octobre/Décembre 2004 de la revue ""Pour la science"" contient un article de G.Veneziano sur ""l'univers avant le Big Bang"".
Ensuite, vu le public de ""la recherche"" ou de ""Ciel et Espace""(un peu different de celui de ""Voici"" ou ""paris Match"" non ?), je ne crois pas trop à l'argument du titre racolleur.
Enfin, comme le dit Ybm, les célébrités bénéficieraient donc d'une quasi-immunité puisque la moindre critique à leur encontre serait suspecte de motivation peu sincère(faisant au passage,oublier les faits reprochés).
Un peu comme tout ces ministres, députés et maires qui hurlent au complot politique, dès que l'on s'approche un peu trop de leur patrimoine et surtout de la façon qu'ils l'ont constitué.
Green heart (j'ai enlevé les cookies, je n'ai pas été reconnu). 15 août 2005 à 21:16 (CEST)
",frerebogdanof_travaux
244,"
Et je n'ai rien à voir avec celui qui a contribué à un article sur Disney !!!

",frerebogdanof_travaux
245,"

J'aimerais poursuivre la discussion sur l'avant BB (pourra-t-on un jour démontrer quoi que ce soit puisque le BB est la limite de notre physique?) mais on va finir par tomber dans le HS,là, non ? Quant aux titres racolleurs, tous les magazines nous en fourguent,à chaque public cible, son titre. Ok, les revues scientifiques ont une belle couche de respectabilité que des torchons comme voici n'ont pas, mais elles aussi doivent appâter les publicitaires et y'a pas dix façons de le faire. J'ai plus beaucoup d'illusion sur ce qui fait tourner notre monde.
Stitch
(soudainement défaitiste)


",frerebogdanof_travaux
246,"
Stitch >
Beaucoup de physiciens pensent justement que c'est pour cela que les Bogdanov ont choisi ce thème. Là (l'époque pré-Planckienne)où on peut se ""concocter"" une ""théorie"" qui ne pourra jamais être réfutée par l'expérience. Le formalisme mathématique ""tient bien"" la route (façon théorie des cordes)? Lis ce qu'en pense L.Motl (présenté comme un ""soutien"").

--
Green Heart
16 août 2005 à 13:37 (CEST)

",frerebogdanof_travaux
247,"
je n'ai que 2 choses à vous dire :


page bloquée jusqu'a nouvel ordre (désolé R, je viens de voir ton message)

allez voir le
Comité d'arbitrage
.
Darkoneko
(
♬
) 14 août 2005 à 20:35 (CEST)



",frerebogdanof_travaux
248,"

C'est pas bien grave, puisque mes modifs ne sont pas perdues. A part ça, je suis assez d'accord avec toi.
R
14 août 2005 à 20:46 (CEST)


",frerebogdanof_travaux
249,"

Ok, comme
Laurence67
refuse de débattre sur le contenu de la section qu'elle sacage on va faire comme ça... C'est quand même dommage que la version bloquée soit celle issue de son sacage plutôt que celle qui, en dehors d'elle, fait consensus.--
YBM
15 août 2005 à 00:35 (CEST)


",frerebogdanof_travaux
250,"

La page d'arbitrage est en place :
Wikipédia:Comité d'arbitrage/Arbitrage/YBM - Laurence67
.
Laurence67
y dispose d'une place, selon les règles, pour y exposer ses arguments. --
YBM
15 août 2005 à 03:38 (CEST)

",frerebogdanof_travaux
