post,sujet,tokenpost,postfinal,sentiment
"oui, c'est peut-ãªtre une grosse maladresse de rédaction. mais la version qui figure sur l'article de roland hayes, qui est plus claire, plus complã¨te et finalement plus vraisemblable, fait penser ã  une liaison ponctuelle. bien sã»r, cela ne garantit pas ã  100% la paternité de celui-ci. hadrianus (d) 30 novembre 2012 ã  21:30 (cet)",frerebogdanof_travaux,"['oui', 'c', 'est', 'peut', 'ãªtre', 'une', 'grosse', 'maladresse', 'de', 'rédaction', 'mais', 'la', 'version', 'qui', 'figure', 'sur', 'l', 'article', 'de', 'roland', 'hayes', 'qui', 'est', 'plus', 'claire', 'plus', 'complã', 'te', 'et', 'finalement', 'plus', 'vraisemblable', 'fait', 'penser', 'ã', 'une', 'liaison', 'ponctuelle', 'bien', 'sã', 'r', 'cela', 'ne', 'garantit', 'pas', 'ã', '100', 'la', 'paternité', 'de', 'celui', 'ci', 'hadrianus', 'd', '30', 'novembre', '2012', 'ã', '21', '30', 'cet']",oui ãªtre grosse maladresse rédaction version figure article roland hayes plus claire plus complã finalement plus vraisemblable penser liaison ponctuelle bien sã ne garantit pas 100 paternité hadrianus 30 novembre 2012 21 30,Positive
"le groupe de réflexion zorg724 propose une approche des travaux des bogdanoff selon deux optiques:sur le fond:leurs travaux présentent les intérêts épistémologiques suivants:- un échaffaudage théorique sur l'origine du monde.- une tentative de réduction du monde physique au monde informationnel, donnant un nouveau souffle au platonisme.- une réduction du nombre de dimensions nécessaires pour la description du monde physique : le fait d'envisager une variation de la signature de l'espace-temps suffit à rendre inutile les innombrables dimensions des théories alternatives comme la théorie des cordes.sur la forme:- il semblerait, d'après l'enquête de personnes qui interviennent sur cet article, que les thèses ou les livres des bogdanoff seraient plombée d'inepties physiques ou inexactitudes scientifiques.- le soutien de scientifiques de renom serait en partie usurpé ou falsifié.conclusions:le groupe de réflexion zorg724 met donc en garde toute personne intéressée par les travaux des bogdanoff, mais en recommende vivement la lecture: car quand bien même un travail seraît plus que douteux scientifiquement, il apporte par les idées qu'il brasse, une mère d'écume d'interrogations aux perspectives fascinantes.zorg724 ----------------------------------------------------- attention : nous n'avons aucune preuve d'authenticité de la prétendue lettre envoyée par niedermeier aux bogdanov. comme il ont déjà prétendu avoir reçu des courriers d'excuses ou de soutien de la part de scientifique qui se sont avérés imaginaires et forgés (cf. woit, schreiber, kinney surla page de fabien besnardon peut légitimement mettre en doute celle-ci, la plus importante de leur opération de communication sur cette affaire.--ybm5 août 2005 à 10:24 (cest)",frerebogdanof_travaux,"['le', 'groupe', 'de', 'réflexion', 'zorg724', 'propose', 'une', 'approche', 'des', 'travaux', 'des', 'bogdanoff', 'selon', 'deux', 'optiques', 'sur', 'le', 'fond', 'leurs', 'travaux', 'présentent', 'les', 'intérêts', 'épistémologiques', 'suivants', 'un', 'échaffaudage', 'théorique', 'sur', 'l', 'origine', 'du', 'monde', 'une', 'tentative', 'de', 'réduction', 'du', 'monde', 'physique', 'au', 'monde', 'informationnel', 'donnant', 'un', 'nouveau', 'souffle', 'au', 'platonisme', 'une', 'réduction', 'du', 'nombre', 'de', 'dimensions', 'nécessaires', 'pour', 'la', 'description', 'du', 'monde', 'physique', 'le', 'fait', 'd', 'envisager', 'une', 'variation', 'de', 'la', 'signature', 'de', 'l', 'espace', 'temps', 'suffit', 'à', 'rendre', 'inutile', 'les', 'innombrables', 'dimensions', 'des', 'théories', 'alternatives', 'comme', 'la', 'théorie', 'des', 'cordes', 'sur', 'la', 'forme', 'il', 'semblerait', 'd', 'après', 'l', 'enquête', 'de', 'personnes', 'qui', 'interviennent', 'sur', 'cet', 'article', 'que', 'les', 'thèses', 'ou', 'les', 'livres', 'des', 'bogdanoff', 'seraient', 'plombée', 'd', 'inepties', 'physiques', 'ou', 'inexactitudes', 'scientifiques', 'le', 'soutien', 'de', 'scientifiques', 'de', 'renom', 'serait', 'en', 'partie', 'usurpé', 'ou', 'falsifié', 'conclusions', 'le', 'groupe', 'de', 'réflexion', 'zorg724', 'met', 'donc', 'en', 'garde', 'toute', 'personne', 'intéressée', 'par', 'les', 'travaux', 'des', 'bogdanoff', 'mais', 'en', 'recommende', 'vivement', 'la', 'lecture', 'car', 'quand', 'bien', 'même', 'un', 'travail', 'seraît', 'plus', 'que', 'douteux', 'scientifiquement', 'il', 'apporte', 'par', 'les', 'idées', 'qu', 'il', 'brasse', 'une', 'mère', 'd', 'écume', 'd', 'interrogations', 'aux', 'perspectives', 'fascinantes', 'zorg724', 'attention', 'nous', 'n', 'avons', 'aucune', 'preuve', 'd', 'authenticité', 'de', 'la', 'prétendue', 'lettre', 'envoyée', 'par', 'niedermeier', 'aux', 'bogdanov', 'comme', 'il', 'ont', 'déjà', 'prétendu', 'avoir', 'reçu', 'des', 'courriers', 'd', 'excuses', 'ou', 'de', 'soutien', 'de', 'la', 'part', 'de', 'scientifique', 'qui', 'se', 'sont', 'avérés', 'imaginaires', 'et', 'forgés', 'cf', 'woit', 'schreiber', 'kinney', 'surla', 'page', 'de', 'fabien', 'besnardon', 'peut', 'légitimement', 'mettre', 'en', 'doute', 'celle', 'ci', 'la', 'plus', 'importante', 'de', 'leur', 'opération', 'de', 'communication', 'sur', 'cette', 'affaire', 'ybm5', 'août', '2005', 'à', '10', '24', 'cest']",groupe réflexion zorg724 propose approche travaux bogdanoff optiques fond travaux présentent intérêts épistémologiques échaffaudage théorique origine monde tentative réduction monde physique monde informationnel donnant souffle platonisme réduction nombre dimensions nécessaires description monde physique envisager variation signature espace temps inutile innombrables dimensions théories alternatives théorie cordes forme semblerait enquête personnes interviennent article thèses livres bogdanoff plombée inepties physiques inexactitudes scientifiques soutien scientifiques renom partie usurpé falsifié conclusions groupe réflexion zorg724 met garde personne intéressée travaux bogdanoff recommende vivement lecture bien travail seraît plus douteux scientifiquement apporte idées qu brasse mère écume interrogations perspectives fascinantes zorg724 attention aucune preuve authenticité prétendue lettre envoyée niedermeier bogdanov prétendu reçu courriers excuses soutien part scientifique avérés imaginaires forgés cf woit schreiber kinney surla page fabien besnardon légitimement mettre doute plus importante opération communication affaire ybm5 août 2005 10 24 cest,Positive
autre problème : la lettre de sternheimer n'est pas conforme à l'original.--ybm5 août 2005 à 10:31 (cest),frerebogdanof_travaux,"['autre', 'problème', 'la', 'lettre', 'de', 'sternheimer', 'n', 'est', 'pas', 'conforme', 'à', 'l', 'original', 'ybm5', 'août', '2005', 'à', '10', '31', 'cest']",problème lettre sternheimer pas conforme original ybm5 août 2005 10 31 cest,Positive
"je trouve tout ça assez génial ! je me garderais bien de prendre parti mais je suis tout ça avec attention et j'essaie de comprendre. la dissémination d'indices ""pro"" et ""anti"" tout aussi douteux les uns que les autres (forums de discussion, fac-similés louches, etc.) brouille complètement les pistes de l'enquêteur wikipédiste habituel.(->jn)*",frerebogdanof_travaux,"['je', 'trouve', 'tout', 'ça', 'assez', 'génial', 'je', 'me', 'garderais', 'bien', 'de', 'prendre', 'parti', 'mais', 'je', 'suis', 'tout', 'ça', 'avec', 'attention', 'et', 'j', 'essaie', 'de', 'comprendre', 'la', 'dissémination', 'd', 'indices', 'pro', 'et', 'anti', 'tout', 'aussi', 'douteux', 'les', 'uns', 'que', 'les', 'autres', 'forums', 'de', 'discussion', 'fac', 'similés', 'louches', 'etc', 'brouille', 'complètement', 'les', 'pistes', 'de', 'l', 'enquêteur', 'wikipédiste', 'habituel', 'jn']",trouve génial garderais bien prendre parti attention essaie comprendre dissémination indices pro anti douteux forums discussion fac similés louches brouille complètement pistes enquêteur wikipédiste habituel jn,Positive
"c'est également mon sentiment. le travail va être difficile. dans un premier temps, c'est pour cette raison que j'ai retiré cette section de l'article principal afin d'en faire un article neutre et informatif. ouf...©éréales kille®||☺5 août 2005 à 11:00 (cest)",frerebogdanof_travaux,"['c', 'est', 'également', 'mon', 'sentiment', 'le', 'travail', 'va', 'être', 'difficile', 'dans', 'un', 'premier', 'temps', 'c', 'est', 'pour', 'cette', 'raison', 'que', 'j', 'ai', 'retiré', 'cette', 'section', 'de', 'l', 'article', 'principal', 'afin', 'd', 'en', 'faire', 'un', 'article', 'neutre', 'et', 'informatif', 'ouf', 'éréales', 'kille', '5', 'août', '2005', 'à', '11', '00', 'cest']",sentiment travail difficile temps raison retiré section article principal faire article neutre informatif ouf éréales kille août 2005 11 00 cest,Negative
"je pense que tu as eu raison, cette séparation de l'article se justifie, non pour une question de plan, mais parce qu'elle permet de séparer les problèmes d'édition.(->jn)*",frerebogdanof_travaux,"['je', 'pense', 'que', 'tu', 'as', 'eu', 'raison', 'cette', 'séparation', 'de', 'l', 'article', 'se', 'justifie', 'non', 'pour', 'une', 'question', 'de', 'plan', 'mais', 'parce', 'qu', 'elle', 'permet', 'de', 'séparer', 'les', 'problèmes', 'd', 'édition', 'jn']",raison séparation article justifie non question plan qu séparer problèmes édition jn,Negative
"moi je trouve cela absurde. quoiqu'il en soit sur le fond, en lisant les échanges des pro et des anti, tout ce que l'on peut apprendre, éventuellement, c'est comment on fabrique n'importe quoi n'importe comment, et combien c'est facile de le faire sur l'internet. ce que je retire pour ma part de cette affaire, c'est que le degré de fiabilité de l'internet est égal à zéro, et que tout ceci n'est vraiemnt pas digne d'esprits scientifiques. z.",frerebogdanof_travaux,"['moi', 'je', 'trouve', 'cela', 'absurde', 'quoiqu', 'il', 'en', 'soit', 'sur', 'le', 'fond', 'en', 'lisant', 'les', 'échanges', 'des', 'pro', 'et', 'des', 'anti', 'tout', 'ce', 'que', 'l', 'on', 'peut', 'apprendre', 'éventuellement', 'c', 'est', 'comment', 'on', 'fabrique', 'n', 'importe', 'quoi', 'n', 'importe', 'comment', 'et', 'combien', 'c', 'est', 'facile', 'de', 'le', 'faire', 'sur', 'l', 'internet', 'ce', 'que', 'je', 'retire', 'pour', 'ma', 'part', 'de', 'cette', 'affaire', 'c', 'est', 'que', 'le', 'degré', 'de', 'fiabilité', 'de', 'l', 'internet', 'est', 'égal', 'à', 'zéro', 'et', 'que', 'tout', 'ceci', 'n', 'est', 'vraiemnt', 'pas', 'digne', 'd', 'esprits', 'scientifiques', 'z']",trouve absurde quoiqu fond lisant échanges pro anti apprendre éventuellement fabrique facile faire internet retire part affaire degré fiabilité internet égal zéro vraiemnt pas digne esprits scientifiques,Positive
"soit précis : quel fabrication de quoi et par qui ?sur l'internet, comme ailleurs, on peut produire des faux, mais on peut aussi vérifier l'authenticité d'un courrier ou d'un propos. c'est qui a été fait sur la plupart des sites sur la polémique.--ybm5 août 2005 à 13:34 (cest)",frerebogdanof_travaux,"['soit', 'précis', 'quel', 'fabrication', 'de', 'quoi', 'et', 'par', 'qui', 'sur', 'l', 'internet', 'comme', 'ailleurs', 'on', 'peut', 'produire', 'des', 'faux', 'mais', 'on', 'peut', 'aussi', 'vérifier', 'l', 'authenticité', 'd', 'un', 'courrier', 'ou', 'd', 'un', 'propos', 'c', 'est', 'qui', 'a', 'été', 'fait', 'sur', 'la', 'plupart', 'des', 'sites', 'sur', 'la', 'polémique', 'ybm5', 'août', '2005', 'à', '13', '34', 'cest']",précis fabrication internet ailleurs produire faux vérifier authenticité courrier propos été plupart sites polémique ybm5 août 2005 13 34 cest,Negative
"ouaip, le propre de la science, ce n'est pas de dire le vrai mais d'être ouvert à la réfutabilité (une thèse n'est vraie que tant qu'elle n'a pas été réfutée), cf.karl popper. en revanche, le net a bien un talon d'achille dans sa qualité informative, c'est le flux... on peut très vite pourrir le rapport signal/bruit des infos si on sait un peu manipuler google, et wikipédia (si bien référencé par google) est un enjeu pour les rois de la désinformation. heureusement, là on a deux armes : 1) ""ils"" (les méchants manipulateurs de vérité) ne sont pas encore tous au courant de la force qu'ont les infos stratégiquement déposées sur wikipédia et 2) il n'y a pas d'article ""irréfutable"" sur wikipédia.(->jn)*",frerebogdanof_travaux,"['ouaip', 'le', 'propre', 'de', 'la', 'science', 'ce', 'n', 'est', 'pas', 'de', 'dire', 'le', 'vrai', 'mais', 'd', 'être', 'ouvert', 'à', 'la', 'réfutabilité', 'une', 'thèse', 'n', 'est', 'vraie', 'que', 'tant', 'qu', 'elle', 'n', 'a', 'pas', 'été', 'réfutée', 'cf', 'karl', 'popper', 'en', 'revanche', 'le', 'net', 'a', 'bien', 'un', 'talon', 'd', 'achille', 'dans', 'sa', 'qualité', 'informative', 'c', 'est', 'le', 'flux', 'on', 'peut', 'très', 'vite', 'pourrir', 'le', 'rapport', 'signal', 'bruit', 'des', 'infos', 'si', 'on', 'sait', 'un', 'peu', 'manipuler', 'google', 'et', 'wikipédia', 'si', 'bien', 'référencé', 'par', 'google', 'est', 'un', 'enjeu', 'pour', 'les', 'rois', 'de', 'la', 'désinformation', 'heureusement', 'là', 'on', 'a', 'deux', 'armes', '1', 'ils', 'les', 'méchants', 'manipulateurs', 'de', 'vérité', 'ne', 'sont', 'pas', 'encore', 'tous', 'au', 'courant', 'de', 'la', 'force', 'qu', 'ont', 'les', 'infos', 'stratégiquement', 'déposées', 'sur', 'wikipédia', 'et', '2', 'il', 'n', 'y', 'a', 'pas', 'd', 'article', 'irréfutable', 'sur', 'wikipédia', 'jn']",ouaip propre science pas vrai réfutabilité thèse vraie qu pas été réfutée cf karl popper revanche net bien talon achille qualité informative flux vite pourrir rapport signal bruit infos manipuler google wikipédia bien référencé google enjeu rois désinformation heureusement armes méchants manipulateurs vérité ne pas courant force qu infos stratégiquement déposées wikipédia pas article irréfutable wikipédia jn,Positive
"dans le cas qui nous occupe on a bien affaire à une tentative de manipulation massive utilisant l'internet des moyens pas très avouables (usurpation d'identités d'universités dans l'achat de domaines internet, fausses identités, documents biaisés, manipulations des articles de wikipedia, etc.). mais si les intentions sont nettement mystificatrices, heureusement l'habileté et la finesse ne sont pas vraiment le fort des commettants.--ybm5 août 2005 à 14:10 (cest)",frerebogdanof_travaux,"['dans', 'le', 'cas', 'qui', 'nous', 'occupe', 'on', 'a', 'bien', 'affaire', 'à', 'une', 'tentative', 'de', 'manipulation', 'massive', 'utilisant', 'l', 'internet', 'des', 'moyens', 'pas', 'très', 'avouables', 'usurpation', 'd', 'identités', 'd', 'universités', 'dans', 'l', 'achat', 'de', 'domaines', 'internet', 'fausses', 'identités', 'documents', 'biaisés', 'manipulations', 'des', 'articles', 'de', 'wikipedia', 'etc', 'mais', 'si', 'les', 'intentions', 'sont', 'nettement', 'mystificatrices', 'heureusement', 'l', 'habileté', 'et', 'la', 'finesse', 'ne', 'sont', 'pas', 'vraiment', 'le', 'fort', 'des', 'commettants', 'ybm5', 'août', '2005', 'à', '14', '10', 'cest']",cas occupe bien affaire tentative manipulation massive utilisant internet moyens pas avouables usurpation identités universités achat domaines internet fausses identités documents biaisés manipulations articles wikipedia intentions nettement mystificatrices heureusement habileté finesse ne pas vraiment fort commettants ybm5 août 2005 14 10 cest,Negative
"mais les ""commettants"" comme tu dis, ils sont de tous les bords (l'acharnement des anti- est au moins aussi suspect que l'acharnement des pro-), alors comment sais-tu déméler tout ça ?(->jn)*",frerebogdanof_travaux,"['mais', 'les', 'commettants', 'comme', 'tu', 'dis', 'ils', 'sont', 'de', 'tous', 'les', 'bords', 'l', 'acharnement', 'des', 'anti', 'est', 'au', 'moins', 'aussi', 'suspect', 'que', 'l', 'acharnement', 'des', 'pro', 'alors', 'comment', 'sais', 'tu', 'déméler', 'tout', 'ça', 'jn']",commettants dis bords acharnement anti suspect acharnement pro sais déméler jn,Negative
"un exemple, la fameuse page de fabien besnard, citée plus haut, affirmegrichka obtient donc une thèse de mathématiques, avec la mention honorable, la plus basse, rarement attribuée, or ce n'est pas vrai, les mentions sont : ""passable"", ""honorable"", ""très honorable"", et, le top (mais n'existant pas dans de nombreuses facs), ""très honorables avec félicitations à l'unanimité"". une autre ""option"" des mentions est le fait de voir déclarer son doctorat ""publiable"".(->jn)*",frerebogdanof_travaux,"['un', 'exemple', 'la', 'fameuse', 'page', 'de', 'fabien', 'besnard', 'citée', 'plus', 'haut', 'affirmegrichka', 'obtient', 'donc', 'une', 'thèse', 'de', 'mathématiques', 'avec', 'la', 'mention', 'honorable', 'la', 'plus', 'basse', 'rarement', 'attribuée', 'or', 'ce', 'n', 'est', 'pas', 'vrai', 'les', 'mentions', 'sont', 'passable', 'honorable', 'très', 'honorable', 'et', 'le', 'top', 'mais', 'n', 'existant', 'pas', 'dans', 'de', 'nombreuses', 'facs', 'très', 'honorables', 'avec', 'félicitations', 'à', 'l', 'unanimité', 'une', 'autre', 'option', 'des', 'mentions', 'est', 'le', 'fait', 'de', 'voir', 'déclarer', 'son', 'doctorat', 'publiable', 'jn']",exemple fameuse page fabien besnard citée plus haut affirmegrichka obtient thèse mathématiques mention honorable plus basse rarement attribuée pas vrai mentions passable honorable honorable top existant pas facs honorables félicitations unanimité option mentions voir déclarer doctorat publiable jn,Positive
c'est totalement faux. et besnard est très bien placé pour savoir de quoi il parle.--ybm5 août 2005 à 16:16 (cest),frerebogdanof_travaux,"['c', 'est', 'totalement', 'faux', 'et', 'besnard', 'est', 'très', 'bien', 'placé', 'pour', 'savoir', 'de', 'quoi', 'il', 'parle', 'ybm5', 'août', '2005', 'à', '16', '16', 'cest']",totalement faux besnard bien placé savoir ybm5 août 2005 16 16 cest,Negative
"tandis que moi je suis juste prof de fac ! je ne connais pas le fonctionnement de l'université de bourgogne, mais ailleurs, ""honorable"" se situe entre ""passable"" et ""très honorable"". la vraie honte d'ailleurs ce n'est pas ""passable"", c'est tout bêtement que le directeur de recherches juge que la thèse ne peut pas être soutenue. d'ailleurs dans beaucoup de facs, ""honorable"" signifie que le mémoire est bon mais que personne ne veut de celui qui l'a soutenu comme collègue.(->jn)*",frerebogdanof_travaux,"['tandis', 'que', 'moi', 'je', 'suis', 'juste', 'prof', 'de', 'fac', 'je', 'ne', 'connais', 'pas', 'le', 'fonctionnement', 'de', 'l', 'université', 'de', 'bourgogne', 'mais', 'ailleurs', 'honorable', 'se', 'situe', 'entre', 'passable', 'et', 'très', 'honorable', 'la', 'vraie', 'honte', 'd', 'ailleurs', 'ce', 'n', 'est', 'pas', 'passable', 'c', 'est', 'tout', 'bêtement', 'que', 'le', 'directeur', 'de', 'recherches', 'juge', 'que', 'la', 'thèse', 'ne', 'peut', 'pas', 'être', 'soutenue', 'd', 'ailleurs', 'dans', 'beaucoup', 'de', 'facs', 'honorable', 'signifie', 'que', 'le', 'mémoire', 'est', 'bon', 'mais', 'que', 'personne', 'ne', 'veut', 'de', 'celui', 'qui', 'l', 'a', 'soutenu', 'comme', 'collègue', 'jn']",tandis prof fac ne connais pas fonctionnement université bourgogne ailleurs honorable situe passable honorable vraie honte ailleurs pas passable bêtement directeur recherches juge thèse ne pas soutenue ailleurs beaucoup facs honorable signifie mémoire bon personne ne veut soutenu collègue jn,Positive
"en pratiquec'est donc bel et bienhonorablequi est la mention la plus basse (de toutes les thèses que j'ai lue ou dont j'ai assisté à la soutenance je n'aijamaisvu la mention passable) et la signification que lui attribue besnard estexactementla tienne. pour d'autre détails sur cette affaire je te conseille la lecture del'article de ciel  espace. je pourrais demander à david fossé, dont l'enquète est extrèmement blindée, s'il est possible de le citer ici (au passage, les bogdanov ont traîné le magazine en justice, on attend du nouveau de ce côté à la rentrée)--ybm5 août 2005 à 17:01 (cest)",frerebogdanof_travaux,"['en', 'pratiquec', 'est', 'donc', 'bel', 'et', 'bienhonorablequi', 'est', 'la', 'mention', 'la', 'plus', 'basse', 'de', 'toutes', 'les', 'thèses', 'que', 'j', 'ai', 'lue', 'ou', 'dont', 'j', 'ai', 'assisté', 'à', 'la', 'soutenance', 'je', 'n', 'aijamaisvu', 'la', 'mention', 'passable', 'et', 'la', 'signification', 'que', 'lui', 'attribue', 'besnard', 'estexactementla', 'tienne', 'pour', 'd', 'autre', 'détails', 'sur', 'cette', 'affaire', 'je', 'te', 'conseille', 'la', 'lecture', 'del', 'article', 'de', 'ciel', 'espace', 'je', 'pourrais', 'demander', 'à', 'david', 'fossé', 'dont', 'l', 'enquète', 'est', 'extrèmement', 'blindée', 's', 'il', 'est', 'possible', 'de', 'le', 'citer', 'ici', 'au', 'passage', 'les', 'bogdanov', 'ont', 'traîné', 'le', 'magazine', 'en', 'justice', 'on', 'attend', 'du', 'nouveau', 'de', 'ce', 'côté', 'à', 'la', 'rentrée', 'ybm5', 'août', '2005', 'à', '17', '01', 'cest']",pratiquec bel bienhonorablequi mention plus basse thèses lue assisté soutenance aijamaisvu mention passable signification attribue besnard estexactementla détails affaire conseille lecture del article ciel espace demander david fossé enquète extrèmement blindée citer ici passage bogdanov traîné magazine justice attend côté rentrée ybm5 août 2005 17 01 cest,Positive
"tu mets de l'eau dans ton vin (je préfère ça à ""c'est totalement faux"") mais en même temps tu me prêtes une vision de la hiérarchie des diplômes universitaires qui n'est pas la mienne, désolé. je ne sais pas ce que t'ont fait les frères bogdanoff (outrage à la mode avec leurs combinaisons argentées ?) mais il me semble clair que ton opinion est d'abord affective et, donc, dans la manière dont tu l'exprimes, pas très raisonnable.(->jn)*",frerebogdanof_travaux,"['tu', 'mets', 'de', 'l', 'eau', 'dans', 'ton', 'vin', 'je', 'préfère', 'ça', 'à', 'c', 'est', 'totalement', 'faux', 'mais', 'en', 'même', 'temps', 'tu', 'me', 'prêtes', 'une', 'vision', 'de', 'la', 'hiérarchie', 'des', 'diplômes', 'universitaires', 'qui', 'n', 'est', 'pas', 'la', 'mienne', 'désolé', 'je', 'ne', 'sais', 'pas', 'ce', 'que', 't', 'ont', 'fait', 'les', 'frères', 'bogdanoff', 'outrage', 'à', 'la', 'mode', 'avec', 'leurs', 'combinaisons', 'argentées', 'mais', 'il', 'me', 'semble', 'clair', 'que', 'ton', 'opinion', 'est', 'd', 'abord', 'affective', 'et', 'donc', 'dans', 'la', 'manière', 'dont', 'tu', 'l', 'exprimes', 'pas', 'très', 'raisonnable', 'jn']",mets eau vin préfère totalement faux temps prêtes vision hiérarchie diplômes universitaires pas désolé ne sais pas frères bogdanoff outrage mode combinaisons argentées clair opinion affective manière exprimes pas raisonnable jn,Negative
"mon opinion est motivée par exactement les mêmes raisons que celles de scientifiques comme connes, charpak, riazuelo, brezin, ... qui luttent afin que le public sache que la prétention qu'ont les frères bogdanov de se présenter au grand public, en faussant la signification d'un diplôme et en falsififiant purement et simplement des propos de scientifique, comme les géniaux héritiers d'einstein, von neumann et planck réunis. la seule touche personnelle dans cette histoire, c'est que j'ai été au première loges quand igor a tenté d'enfumer le forum fr.sci.physique (où il n'avait été aucunement question des boganov dans les semaines ou les mois précédents, ce n'était donc pas une réaction de défense de leur part) en y postant sous des dizaines d'identités fictives et multi-diplômé pour y faire la retape de leur livre. à cette occasion j'ai même eu le plaisir rare de me faire traiter de falsificateur par le falsificateur igor (sous le nom r. schwartz - prétendu spécialiste des groupes de lie) qui a nié l'existence du caviardage (bien réel et toujours en place même dans les éditions récente d'albb) du texte d'urs schreiber.mais ma personne importe peu ici, je ne suis pas l'auteur de la définition originale associé à ""igor et grichka bogdanov"", qui était, à quelques détails près, correcte. mon rôle s'est limité à signaler (quand on m'en a averti) les modifications fallacieuses du texte par igor lui-même ici et suren:bogdanov affair, c'est l'unique raison du débat autour de ces articles d'ailleurs. igor doit commencer à se rendre compte qu'il a fait une belle bêtise dans l'histoire : au lieu d'un article court légèrement déplaisant, il va se retrouver avec un résumé des faits autour de cette histoire, c'est ce qui peut lui être le plus horripilant.--ybm5 août 2005 à 18:58 (cest)",frerebogdanof_travaux,"['mon', 'opinion', 'est', 'motivée', 'par', 'exactement', 'les', 'mêmes', 'raisons', 'que', 'celles', 'de', 'scientifiques', 'comme', 'connes', 'charpak', 'riazuelo', 'brezin', 'qui', 'luttent', 'afin', 'que', 'le', 'public', 'sache', 'que', 'la', 'prétention', 'qu', 'ont', 'les', 'frères', 'bogdanov', 'de', 'se', 'présenter', 'au', 'grand', 'public', 'en', 'faussant', 'la', 'signification', 'd', 'un', 'diplôme', 'et', 'en', 'falsififiant', 'purement', 'et', 'simplement', 'des', 'propos', 'de', 'scientifique', 'comme', 'les', 'géniaux', 'héritiers', 'd', 'einstein', 'von', 'neumann', 'et', 'planck', 'réunis', 'la', 'seule', 'touche', 'personnelle', 'dans', 'cette', 'histoire', 'c', 'est', 'que', 'j', 'ai', 'été', 'au', 'première', 'loges', 'quand', 'igor', 'a', 'tenté', 'd', 'enfumer', 'le', 'forum', 'fr', 'sci', 'physique', 'où', 'il', 'n', 'avait', 'été', 'aucunement', 'question', 'des', 'boganov', 'dans', 'les', 'semaines', 'ou', 'les', 'mois', 'précédents', 'ce', 'n', 'était', 'donc', 'pas', 'une', 'réaction', 'de', 'défense', 'de', 'leur', 'part', 'en', 'y', 'postant', 'sous', 'des', 'dizaines', 'd', 'identités', 'fictives', 'et', 'multi', 'diplômé', 'pour', 'y', 'faire', 'la', 'retape', 'de', 'leur', 'livre', 'à', 'cette', 'occasion', 'j', 'ai', 'même', 'eu', 'le', 'plaisir', 'rare', 'de', 'me', 'faire', 'traiter', 'de', 'falsificateur', 'par', 'le', 'falsificateur', 'igor', 'sous', 'le', 'nom', 'r', 'schwartz', 'prétendu', 'spécialiste', 'des', 'groupes', 'de', 'lie', 'qui', 'a', 'nié', 'l', 'existence', 'du', 'caviardage', 'bien', 'réel', 'et', 'toujours', 'en', 'place', 'même', 'dans', 'les', 'éditions', 'récente', 'd', 'albb', 'du', 'texte', 'd', 'urs', 'schreiber', 'mais', 'ma', 'personne', 'importe', 'peu', 'ici', 'je', 'ne', 'suis', 'pas', 'l', 'auteur', 'de', 'la', 'définition', 'originale', 'associé', 'à', 'igor', 'et', 'grichka', 'bogdanov', 'qui', 'était', 'à', 'quelques', 'détails', 'près', 'correcte', 'mon', 'rôle', 's', 'est', 'limité', 'à', 'signaler', 'quand', 'on', 'm', 'en', 'a', 'averti', 'les', 'modifications', 'fallacieuses', 'du', 'texte', 'par', 'igor', 'lui', 'même', 'ici', 'et', 'suren', 'bogdanov', 'affair', 'c', 'est', 'l', 'unique', 'raison', 'du', 'débat', 'autour', 'de', 'ces', 'articles', 'd', 'ailleurs', 'igor', 'doit', 'commencer', 'à', 'se', 'rendre', 'compte', 'qu', 'il', 'a', 'fait', 'une', 'belle', 'bêtise', 'dans', 'l', 'histoire', 'au', 'lieu', 'd', 'un', 'article', 'court', 'légèrement', 'déplaisant', 'il', 'va', 'se', 'retrouver', 'avec', 'un', 'résumé', 'des', 'faits', 'autour', 'de', 'cette', 'histoire', 'c', 'est', 'ce', 'qui', 'peut', 'lui', 'être', 'le', 'plus', 'horripilant', 'ybm5', 'août', '2005', 'à', '18', '58', 'cest']",opinion motivée raisons scientifiques connes charpak riazuelo brezin luttent public sache prétention qu frères bogdanov présenter grand public faussant signification diplôme falsififiant purement simplement propos scientifique géniaux héritiers einstein von neumann planck réunis touche personnelle histoire été loges igor tenté enfumer forum fr sci physique été aucunement question boganov semaines mois précédents pas réaction défense part postant dizaines identités fictives multi diplômé faire retape livre occasion plaisir rare faire traiter falsificateur falsificateur igor nom schwartz prétendu spécialiste groupes lie nié existence caviardage bien réel place éditions récente albb texte urs schreiber personne ici ne pas auteur définition originale associé igor grichka bogdanov détails correcte rôle limité signaler averti modifications fallacieuses texte igor ici suren bogdanov affair unique raison débat autour articles ailleurs igor commencer compte qu belle bêtise histoire lieu article court légèrement déplaisant retrouver résumé faits autour histoire plus horripilant ybm5 août 2005 18 58 cest,Positive
