Thématique;Contenu;Contenu_texte
Quotient intellectuel;"<post n=""10"" ref=""#cmr-wiki-c001-a93"" when-iso=""2009-10-05T20:25"" who=""psn:cmr-wikiconflits-p210569"" xml:id=""cmr-wiki-c001-a94"">
<p>Il me semble que </p><signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:jean_de_parthenay"">Jean de
              Parthenay</ref> s'emporte inutilement. Traiter quelqu'un de raciste est insultant : il
            faudrait au moins justifier, sinon s'excuser. Et puis, même l'opinion la plus conne a sa
            place dans un article, il faut qu'elle soit sourcée (et de volume proportionnel à etc,
            ou au moins limité), avec les commentaires sourcés qui vont avec, etc. Les arrières
            pensées : qu'importe ? Les wp-èdiens sont là pour gommer les sous-entendus, neutraliser
            et exiger les sources. Les apports de <ref target=""https://fr.wikipedia.org/wiki/Utilisateur:dumoulinb"">Dumoulinb</ref> ne sont
            pas inconsistants et reflètent une partie des informations disponibles : ses chiffres
            sont sourcés (oui/non ?), ses interprétations le sont bien moins, et d'autres
            interprétations seraient à inclure et à sourcer, et des commentaires d'opinions (genre
            gauche/droite, raciste ou non, etc, et sourcés aussi !). Rien de plus, rien de moins,
            mais progressivement : un déséquilibre dans l'article n'est pas grave s'il est
            neutralisé (au sens de wp): il ne sera déséquilibré que provisoire. Cordialement. <ref target=""https://fr.wikipedia.org/wiki/Utilisateur:lyricv"">LyricV</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:lyricv"">d</ref>) 5
            octobre 2009 à 20:25 (CEST)</signed></post>";"
Il me semble que Jean de
              Parthenay s'emporte inutilement. Traiter quelqu'un de raciste est insultant : il
            faudrait au moins justifier, sinon s'excuser. Et puis, même l'opinion la plus conne a sa
            place dans un article, il faut qu'elle soit sourcée (et de volume proportionnel à etc,
            ou au moins limité), avec les commentaires sourcés qui vont avec, etc. Les arrières
            pensées : qu'importe ? Les wp-èdiens sont là pour gommer les sous-entendus, neutraliser
            et exiger les sources. Les apports de Dumoulinb ne sont
            pas inconsistants et reflètent une partie des informations disponibles : ses chiffres
            sont sourcés (oui/non ?), ses interprétations le sont bien moins, et d'autres
            interprétations seraient à inclure et à sourcer, et des commentaires d'opinions (genre
            gauche/droite, raciste ou non, etc, et sourcés aussi !). Rien de plus, rien de moins,
            mais progressivement : un déséquilibre dans l'article n'est pas grave s'il est
            neutralisé (au sens de wp): il ne sera déséquilibré que provisoire. Cordialement. LyricV (d) 5
            octobre 2009 à 20:25 (CEST)"
Quotient intellectuel;"<post n=""11"" ref=""#cmr-wiki-c001-a94"" when-iso=""2009-10-05T21:27"" who=""psn:cmr-wikiconflits-p210569"" xml:id=""cmr-wiki-c001-a95"">
<p>Et bien oui ! En regardant ses contributions, c'est possible de dire que
              </p><signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:dumoulinb"">Dumoulinb</ref> est raciste ! <ref target=""https://fr.wikipedia.org/wiki/Utilisateur:lyricv"">LyricV</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:lyricv"">d</ref>) 5
            octobre 2009 à 21:27 (CEST)</signed></post>";"
Et bien oui ! En regardant ses contributions, c'est possible de dire que
              Dumoulinb est raciste ! LyricV (d) 5
            octobre 2009 à 21:27 (CEST)"
Quotient intellectuel;"<post n=""12"" ref=""#cmr-wiki-c001-a95"" when-iso=""2009-10-10T15:52"" who=""psn:cmr-wikiconflits-p609299"" xml:id=""cmr-wiki-c001-a96"">
<p>Je me suis <hi rend=""italic"">emporté</hi>, il est vrai. En vain ? Pas sûr ? Des excuses
            ? Sûrement pas ! Et puis je n'ai traité personne... Je n'ai même pas prononcé le nom
            d'un contributeur. Mes remarques sont générales (dénuées d'arrière-pensées ? pas sûr).
            Je ne suis pas biologiste, mais je <hi rend=""bold"">Crois</hi> que l'homme est le même
            (et pourtant différent), partout dans le monde. Affirmation idéologique... Oui ! Et
            alors ? Je source : <ref target=""https://fr.wikipedia.org/wiki/Jean-pierre_changeux"">Jean-Pierre Changeux</ref>, <ref target=""https://fr.wikipedia.org/wiki/Albert_jacquard"">Albert Jacquard</ref>. L'idée
            qu'il y a une nature humaine et que celle-ci soit enfermée dans le biologique me semble
            une pure escroquerie de scientiste ; avec des statistiques, on n'a jamais démontré
            quoique ce soit. Depuis <ref target=""https://fr.wikipedia.org/wiki/Giordano_bruno"">Giordano Bruno</ref>, on sait que seule la réflexion permet de comprendre, pas
            l'accumulation de chiffres ! <ref target=""https://fr.wikipedia.org/wiki/Hegel"">Hegel</ref> ne dit rien d'autre d'ailleurs... (sur les maths) Et c'est un matheux qui
            parle (justement). Quelques lectures philosophiques guérissent de l'illusion que les
            chiffres mènent le monde. Ils s'interprètent. Et l'interprétation qui en est faite par
            les articles cités me semble bien légère : Les variations aux tests de QI s'expliquent
            certainement par la familiarité des enfants asiatiques avec des signes (<ref target=""https://fr.wikipedia.org/wiki/Kanji"">Kanji</ref>) dont l'apprentissage (et la
            pure contemplation éveillent d'incontestables qualités... en éteint d'autres. Que dire
            après ça ? Le QI moyen de la classe ouvrière des pays occidentaux est à 80 quand la
            bourgeoisie est à 120, On le sait. Qu'est-ce à dire ? Que les enfants d'ouvriers ne sont
            pas familiarisés avec les tests conceptuels, rien de plus. Cela m'apprend-il quelque
            chose que je ne sache déjà et qui me permette d'agir ? Non. Cela ouvre simplement la
            voie à une autre interprétation: 'C'est leur faute, ils sont cons ; qu'ils le restent'.
            J'ai très peur que les thèses des universitaires canadiens incriminés ne cachent des
            arrières pensées de ce style. En tout cas, elles peuvent donner lieu à cette
            interprétation (si elles sont évoquées, il faudra sans doute en donner aussi une
            critique serrée !) (et sourcer OK, je suis sûr qu'elles ont déjà été critiquées pour
            manque de rigueur dans l'analyse...) Je sais très bien que l'outil Wp finit par dégager
            des consensus et donc par éliminer les scories non sourcées et délirantes. Néanmoins,
            les contributions de ce type - qui provoquent des guerres d'édition et pourrissent des
            articles assez bien faits - m'agacent. Les universités privées se multiplient et
            autorisent des recherchers 'ethnicistes', qui en France, je le rappelle sont encore
            interdites. De même que l'usage du mot <hi rend=""italic"">race</hi>, pour l'homme, est
            -vous le savez- inapproprié et à proscrire. Une citation comme ""Race differences in
            intelligence, Richard Lynn, 2006, p.180"" de même que <hi rend=""italic"">Intelligence,
              race, and genetics. Conversations with Arthur Jensen, de Frank Miele, 2002, pp.135 et
              136</hi> ont leur place au chenil et dans les poubelles </p><signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:jean_de_parthenay"">Jean de
              Parthenay</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:jean_de_parthenay"">d</ref>) 10 octobre 2009 à 15:52 (CEST) (à moins que race=course ?)</signed></post>";"
Je me suis emporté, il est vrai. En vain ? Pas sûr ? Des excuses
            ? Sûrement pas ! Et puis je n'ai traité personne... Je n'ai même pas prononcé le nom
            d'un contributeur. Mes remarques sont générales (dénuées d'arrière-pensées ? pas sûr).
            Je ne suis pas biologiste, mais je Crois que l'homme est le même
            (et pourtant différent), partout dans le monde. Affirmation idéologique... Oui ! Et
            alors ? Je source : Jean-Pierre Changeux, Albert Jacquard. L'idée
            qu'il y a une nature humaine et que celle-ci soit enfermée dans le biologique me semble
            une pure escroquerie de scientiste ; avec des statistiques, on n'a jamais démontré
            quoique ce soit. Depuis Giordano Bruno, on sait que seule la réflexion permet de comprendre, pas
            l'accumulation de chiffres ! Hegel ne dit rien d'autre d'ailleurs... (sur les maths) Et c'est un matheux qui
            parle (justement). Quelques lectures philosophiques guérissent de l'illusion que les
            chiffres mènent le monde. Ils s'interprètent. Et l'interprétation qui en est faite par
            les articles cités me semble bien légère : Les variations aux tests de QI s'expliquent
            certainement par la familiarité des enfants asiatiques avec des signes (Kanji) dont l'apprentissage (et la
            pure contemplation éveillent d'incontestables qualités... en éteint d'autres. Que dire
            après ça ? Le QI moyen de la classe ouvrière des pays occidentaux est à 80 quand la
            bourgeoisie est à 120, On le sait. Qu'est-ce à dire ? Que les enfants d'ouvriers ne sont
            pas familiarisés avec les tests conceptuels, rien de plus. Cela m'apprend-il quelque
            chose que je ne sache déjà et qui me permette d'agir ? Non. Cela ouvre simplement la
            voie à une autre interprétation: 'C'est leur faute, ils sont cons ; qu'ils le restent'.
            J'ai très peur que les thèses des universitaires canadiens incriminés ne cachent des
            arrières pensées de ce style. En tout cas, elles peuvent donner lieu à cette
            interprétation (si elles sont évoquées, il faudra sans doute en donner aussi une
            critique serrée !) (et sourcer OK, je suis sûr qu'elles ont déjà été critiquées pour
            manque de rigueur dans l'analyse...) Je sais très bien que l'outil Wp finit par dégager
            des consensus et donc par éliminer les scories non sourcées et délirantes. Néanmoins,
            les contributions de ce type - qui provoquent des guerres d'édition et pourrissent des
            articles assez bien faits - m'agacent. Les universités privées se multiplient et
            autorisent des recherchers 'ethnicistes', qui en France, je le rappelle sont encore
            interdites. De même que l'usage du mot race, pour l'homme, est
            -vous le savez- inapproprié et à proscrire. Une citation comme ""Race differences in
            intelligence, Richard Lynn, 2006, p.180"" de même que Intelligence,
              race, and genetics. Conversations with Arthur Jensen, de Frank Miele, 2002, pp.135 et
              136 ont leur place au chenil et dans les poubelles Jean de
              Parthenay (d) 10 octobre 2009 à 15:52 (CEST) (à moins que race=course ?)"
Quotient intellectuel;"<post n=""13"" ref=""#cmr-wiki-c001-a96"" when-iso=""2009-10-10T23:05"" who=""psn:cmr-wikiconflits-p268421"" xml:id=""cmr-wiki-c001-a97"">
<p>Mon cher Jean, je vous comprends mais, néanmoins, 15 à 30% de la population soutient
            ces thèses et une proportion le soutiendra toujours, contre vents et marées. Par contre,
            avec une bonne information objective, nous pouvons aider les personnes à faire un choix
            mais surtout sans les forcer dans un sens ou dans un autre, parfois, ces thèses sont
            aidées par le fait que des vérités ou des résultats désagréables sont niés ou cachés.
            Alors commence tout un cinéma de victimisation et autre. Partant de cette faute
            déontologique, ils embrayent alors sur beaucoup plus large. il ne faut pas fournir la
            mèche mais simplement informer. De plus, ces personnes ont un caractère propice à ces
            comportements, cela fait partie d'eux, le crime de naissance est un aberration, il faut
            apprendre à vivre avec eux.Quant à trouver des textes qui critiquent et démontent ces
            théories, il y en a en fait très peu car c'est tabou.</p>
<p>C'est pour cela que je me suis décidé à finalement créer tout un article dessus. Si
            cela vous intéresse, il est sur cette adresse: <ref target=""http://knol.google.com/k/hugues-crepin/un-essai-sur-le-retour-des-théories-de/3840f7pxozc5c/12"">http://knol.google.com/k/hugues-crepin/un-essai-sur-le-retour-des-théories-de/3840f7pxozc5c/12</ref>
            Bon week-end. --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:hcrepin"">Hcrepin</ref>
              (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:hcrepin"">d</ref>)
            10 octobre 2009 à 23:05 (CEST)</signed></post>";"
Mon cher Jean, je vous comprends mais, néanmoins, 15 à 30% de la population soutient
            ces thèses et une proportion le soutiendra toujours, contre vents et marées. Par contre,
            avec une bonne information objective, nous pouvons aider les personnes à faire un choix
            mais surtout sans les forcer dans un sens ou dans un autre, parfois, ces thèses sont
            aidées par le fait que des vérités ou des résultats désagréables sont niés ou cachés.
            Alors commence tout un cinéma de victimisation et autre. Partant de cette faute
            déontologique, ils embrayent alors sur beaucoup plus large. il ne faut pas fournir la
            mèche mais simplement informer. De plus, ces personnes ont un caractère propice à ces
            comportements, cela fait partie d'eux, le crime de naissance est un aberration, il faut
            apprendre à vivre avec eux.Quant à trouver des textes qui critiquent et démontent ces
            théories, il y en a en fait très peu car c'est tabou.
C'est pour cela que je me suis décidé à finalement créer tout un article dessus. Si
            cela vous intéresse, il est sur cette adresse: http://knol.google.com/k/hugues-crepin/un-essai-sur-le-retour-des-théories-de/3840f7pxozc5c/12
            Bon week-end. --
Hcrepin
              (d)
            10 octobre 2009 à 23:05 (CEST)"
Quotient intellectuel;"<post n=""14"" ref=""#cmr-wiki-c001-a97"" when-iso=""2009-10-18T00:45"" who=""psn:cmr-wikiconflits-p609299"" xml:id=""cmr-wiki-c001-a98"">
<p>Ton point de vue se défend. J'ai vu ta page. C'est bien. Un détail : peut-être un peu
            compliqué à lire pour ceux qui sont persuadés que l'autre leur est soit supérieur, soit
            inférieur. Il est utile de démonter les lacunes d'un raisonnement qui se veut
            scientifique. Mais je crois qu'il faut aussi différencier les réponses selon les publcs.
            Et puis reprendre les choses à la racine : La science n'est pas qu'une collection de
            mesures. Elle ne sait dire des choses que pour autant qu'elle ait une explication. Ce
            qui suppose un modèle et des expérimentations. Or sur ce sujet, Je tiens au tabou sur
            les expérientations, et je crois que 4 à 6 millions de déportés donnent à ce propos tout
            son poids. J'espère fortement qu'au delà de la recherche de la vérité, nous mettons
            d'abord le respect de l'autre. Avoir raison à tout prix n'est pas avoir raison. Cela
            demande donc à mon avis quelques applications philosophiques sur les limites de ce qu'on
            ne peut pas faire. Ni dire , du moins en public (peu importe les conversations de bistro
            me semble-t-il, du moins tant qu'elles ne prônent pas la violence) sur ce qu'on ne doit
            pas attendre de la science et des nombres... Ces prolégomènes philosophique posés/ as-tu
            regardé du côté de l'<ref target=""http://www.pseudo-sciences.org/"">AFIS</ref> ? Ils ont
            peut-être de la documentation là dessus ?</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:jean_de_parthenay"">Jean de
              Parthenay</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:jean_de_parthenay"">d</ref>) 18 octobre 2009 à 00:45 (CEST)</signed></post>";"
Ton point de vue se défend. J'ai vu ta page. C'est bien. Un détail : peut-être un peu
            compliqué à lire pour ceux qui sont persuadés que l'autre leur est soit supérieur, soit
            inférieur. Il est utile de démonter les lacunes d'un raisonnement qui se veut
            scientifique. Mais je crois qu'il faut aussi différencier les réponses selon les publcs.
            Et puis reprendre les choses à la racine : La science n'est pas qu'une collection de
            mesures. Elle ne sait dire des choses que pour autant qu'elle ait une explication. Ce
            qui suppose un modèle et des expérimentations. Or sur ce sujet, Je tiens au tabou sur
            les expérientations, et je crois que 4 à 6 millions de déportés donnent à ce propos tout
            son poids. J'espère fortement qu'au delà de la recherche de la vérité, nous mettons
            d'abord le respect de l'autre. Avoir raison à tout prix n'est pas avoir raison. Cela
            demande donc à mon avis quelques applications philosophiques sur les limites de ce qu'on
            ne peut pas faire. Ni dire , du moins en public (peu importe les conversations de bistro
            me semble-t-il, du moins tant qu'elles ne prônent pas la violence) sur ce qu'on ne doit
            pas attendre de la science et des nombres... Ces prolégomènes philosophique posés/ as-tu
            regardé du côté de l'AFIS ? Ils ont
            peut-être de la documentation là dessus ?
Jean de
              Parthenay (d) 18 octobre 2009 à 00:45 (CEST)"
Quotient intellectuel;"<post n=""15"" ref=""#cmr-wiki-c001-a98"" when-iso=""2009-10-18T04:49"" who=""psn:cmr-wikiconflits-p11635"" xml:id=""cmr-wiki-c001-a99"">
<p>Vos « 4 à 6 millions de déportés » me rappellent un camarade de faculté qui, dans ma
            très lointaine jeunesse, soutenait contre les idées de Mendel les délires de Mitchourine
            et de Lyssenko ; je n'ai pas oublié son argument : « C'est ça ! on commence par
            sélectionner les graines et puis on envoie les juifs à Auschwitz. » Quand elle cherche,
            la science n'a pas à tenir compte de ce que des imbéciles pourraient tirer
            éventuellement des résultats qu'elle découvre. Je suis très sceptique moi-même quant à
            cette question de Q.I. mais ce n'est pas pour des raisons de « politiquement correct ».
              </p><signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:gustave_graetzlin"">Gustave G.</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:gustave_graetzlin"">d</ref>) 18 octobre 2009 à 04:49 (CEST)</signed></post>";"
Vos « 4 à 6 millions de déportés » me rappellent un camarade de faculté qui, dans ma
            très lointaine jeunesse, soutenait contre les idées de Mendel les délires de Mitchourine
            et de Lyssenko ; je n'ai pas oublié son argument : « C'est ça ! on commence par
            sélectionner les graines et puis on envoie les juifs à Auschwitz. » Quand elle cherche,
            la science n'a pas à tenir compte de ce que des imbéciles pourraient tirer
            éventuellement des résultats qu'elle découvre. Je suis très sceptique moi-même quant à
            cette question de Q.I. mais ce n'est pas pour des raisons de « politiquement correct ».
              Gustave G. (d) 18 octobre 2009 à 04:49 (CEST)"
Quotient intellectuel;"<post n=""16"" ref=""#cmr-wiki-c001-a99"" when-iso=""2009-10-18T12:23"" who=""psn:cmr-wikiconflits-p609299"" xml:id=""cmr-wiki-c001-a100"">
<p>je parle ci-dessus d'expérimentation sur l'humain/Qi... comme pour l'expérimentation
            sur l'humain médicale, l'expérimentation psychologique n'est pas innocente. Cela devrait
            être très strictement encadré. Un enfant à qui tu annonces que son Qi est de 60, t'en
            fais quoi après tu le jettes ? Tu lui explique que c'est pas de sa faute, que c'est :
            soit ses gènes, soit son éducation. BINGO ! t'en as fait un débile à vie. Tu lui dis
            rien ? Pire ! Tu le dis à ses parents sous le sceau de la confidentialité ? Tu lui mens
            ? La déontologie commence... Je crois que tu as mal compris mon propos. Ce que je dis
            sur cette page, c'est que les expériences n'étant pas aisées, et probablement celles qui
            ont été mises en place très critiquables, les discriminations par pays, par <hi rend=""italic""> ethnies</hi>, par <hi rend=""italic"">race</hi> . (alors qu'on a aucune
            défintion de ça). ne sont pour moi que des papiers à mettre à la poubelle. En parler,
            c'est la porte ouverte à voir s'engouffrer dans cet article tous les racismes, ce qui
            est arrivé. Les combattre intelligemment, ce n'est pas non plus leur ouvrir la porte !
            ET si on veut en parler, il faut pouvoir en montrer les limites. Plus généralement : la
            science s'impose-t-elle des limites ? Je l'espère bien ! Sans limite, il n'y a que du
            vent. Y compris des limites éthiques, et morale. Je te renvoie à Elie Wiesel et pas à
            Lyssenko (pourquoi doit-on toujours faire référence aux soviets dans cette page. Cet
            argument massue (la vache stalinienne) est très connoté. (</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:jean_de_parthenay"">Jean de
              Parthenay</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:jean_de_parthenay"">d</ref>) 18 octobre 2009 à 12:23 (CEST))</signed></post>";"
je parle ci-dessus d'expérimentation sur l'humain/Qi... comme pour l'expérimentation
            sur l'humain médicale, l'expérimentation psychologique n'est pas innocente. Cela devrait
            être très strictement encadré. Un enfant à qui tu annonces que son Qi est de 60, t'en
            fais quoi après tu le jettes ? Tu lui explique que c'est pas de sa faute, que c'est :
            soit ses gènes, soit son éducation. BINGO ! t'en as fait un débile à vie. Tu lui dis
            rien ? Pire ! Tu le dis à ses parents sous le sceau de la confidentialité ? Tu lui mens
            ? La déontologie commence... Je crois que tu as mal compris mon propos. Ce que je dis
            sur cette page, c'est que les expériences n'étant pas aisées, et probablement celles qui
            ont été mises en place très critiquables, les discriminations par pays, par  ethnies, par race . (alors qu'on a aucune
            défintion de ça). ne sont pour moi que des papiers à mettre à la poubelle. En parler,
            c'est la porte ouverte à voir s'engouffrer dans cet article tous les racismes, ce qui
            est arrivé. Les combattre intelligemment, ce n'est pas non plus leur ouvrir la porte !
            ET si on veut en parler, il faut pouvoir en montrer les limites. Plus généralement : la
            science s'impose-t-elle des limites ? Je l'espère bien ! Sans limite, il n'y a que du
            vent. Y compris des limites éthiques, et morale. Je te renvoie à Elie Wiesel et pas à
            Lyssenko (pourquoi doit-on toujours faire référence aux soviets dans cette page. Cet
            argument massue (la vache stalinienne) est très connoté. (
Jean de
              Parthenay (d) 18 octobre 2009 à 12:23 (CEST))"
Quotient intellectuel;"<post n=""17"" ref=""#cmr-wiki-c001-a100"" when-iso=""2009-10-18T16:58"" who=""psn:cmr-wikiconflits-p11635"" xml:id=""cmr-wiki-c001-a101"">
<p>On a le droit de se poser toutes les questions que l'on veut, la seule limite étant
            qu'il n'est pas permis d'user de tous les moyens pour satisfaire sa curiosité ; Frédéric
            II, empereur du moyen-âge, avait bien raison de vouloir mieux connaître le corps humain,
            mais s'il a affectivement pratiqué des vivisections comme on l'en a accusé, on doit bien
            sûr le condamner<bibl>Voir ce qu'en dit <ref target=""https://fr.wikipedia.org/wiki/Gabriel_tarde"">Gabriel Tarde</ref>, <hi rend=""italic"">La philosophie pénale</hi>, Elibron Classics pp. 544 et suiv. 2002,
              ISBN 9780543964915.</bibl>. Vous parlez d'un enfant qui n'aurait qu'un QI de 60, mais
            le QI, tel qu'on a fini par le calculer, ne représente qu'une petite partie de
            l'intelligence globale. On fait fi de la richesse du vocabulaire qui est un élément
            essentiel de la réussite scolaire ; encore cette richesse doit-elle être appréciée
            différemment chez un bilingue et chez un unilingue : ma fille toute jeune aurait
            peut-être ignoré des mots comme « simultané » ou « hibernation », alors qu'elle aurait
            tout de suite compris « gleichzeitig » et « Winterschlaf », limpides pour un petit
            germanophone. Faut-il révéler le QI ? Comme toujours c'est un cas d'espèce : apprenez à
            quelqu'un qui a raté sa carrière qu'il a un QI de 140, il y a bien des chances pour
            qu'il se dise : « J'étais trop intelligent pour une société qui ne me méritait pas ! »
            et il ne cherchera pas à corriger ses défauts. Je préfère vous laisser vous battre sur
            un article faussé dès le départ. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:gustave_graetzlin"">Gustave
              G.</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:gustave_graetzlin"">d</ref>) 18 octobre 2009 à 16:58 (CEST)</signed></post>";"
On a le droit de se poser toutes les questions que l'on veut, la seule limite étant
            qu'il n'est pas permis d'user de tous les moyens pour satisfaire sa curiosité ; Frédéric
            II, empereur du moyen-âge, avait bien raison de vouloir mieux connaître le corps humain,
            mais s'il a affectivement pratiqué des vivisections comme on l'en a accusé, on doit bien
            sûr le condamnerVoir ce qu'en dit Gabriel Tarde, La philosophie pénale, Elibron Classics pp. 544 et suiv. 2002,
              ISBN 9780543964915.. Vous parlez d'un enfant qui n'aurait qu'un QI de 60, mais
            le QI, tel qu'on a fini par le calculer, ne représente qu'une petite partie de
            l'intelligence globale. On fait fi de la richesse du vocabulaire qui est un élément
            essentiel de la réussite scolaire ; encore cette richesse doit-elle être appréciée
            différemment chez un bilingue et chez un unilingue : ma fille toute jeune aurait
            peut-être ignoré des mots comme « simultané » ou « hibernation », alors qu'elle aurait
            tout de suite compris « gleichzeitig » et « Winterschlaf », limpides pour un petit
            germanophone. Faut-il révéler le QI ? Comme toujours c'est un cas d'espèce : apprenez à
            quelqu'un qui a raté sa carrière qu'il a un QI de 140, il y a bien des chances pour
            qu'il se dise : « J'étais trop intelligent pour une société qui ne me méritait pas ! »
            et il ne cherchera pas à corriger ses défauts. Je préfère vous laisser vous battre sur
            un article faussé dès le départ. 
Gustave
              G. (d) 18 octobre 2009 à 16:58 (CEST)"
Quotient intellectuel;"<post n=""0"" when-iso=""2009-10-04T08:55"" who=""psn:cmr-wikiconflits-p6155"" xml:id=""cmr-wiki-c001-a102"">
<p>Puisque <code lang=""wikicode"">{{u|Dumoulinb}}</code> ne tient visiblement aucun compte
            des objections qui lui ont été faites, ci-dessus ou par commentaires interposés lors des
            modifications de l'article, j'ai fait revenir celui-ci à la version de Maurilbert. Puis
            je l'ai protégé en écriture. Mais je crains, hélas, au vu de cce qui précède (comme
            l'épisode de la « [grosse vache stalinienne ») que cela ne finisse, à court ou moyen
            terme, par un blocage de longue durée de celui quik refuse de prendre en compte
            l'opinion d'autrui. Nul sur Wikip^édia n'est en droit de se prétendre, explicitement, ou
            simplement de se poser, implicitement, en propriétaire d'un quelconque article ou d'un
            quelconque domaine de connaissance, quelles que soient ses connaissances reconnues ou
            supposées. Cela va à l'encontre d'un de nos principes fondateurs qui expose que
            Wikipédia est publiée sous licence libre <hi rend=""underline"">et ouverte à tous</hi>, ce
            principe impliquant <hi rend=""italic"">notamment</hi> que personne n'a le contrôle d'un
            article particulier.</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/User:hégésippe_cormier"">Hégésippe</ref>
            | <ref target=""https://fr.wikipedia.org/wiki/User_talk:hégésippe_cormier"">±?±</ref> 4
            octobre 2009 à 08:55 (CEST)</signed></post>";"
Puisque {{u|Dumoulinb}} ne tient visiblement aucun compte
            des objections qui lui ont été faites, ci-dessus ou par commentaires interposés lors des
            modifications de l'article, j'ai fait revenir celui-ci à la version de Maurilbert. Puis
            je l'ai protégé en écriture. Mais je crains, hélas, au vu de cce qui précède (comme
            l'épisode de la « [grosse vache stalinienne ») que cela ne finisse, à court ou moyen
            terme, par un blocage de longue durée de celui quik refuse de prendre en compte
            l'opinion d'autrui. Nul sur Wikip^édia n'est en droit de se prétendre, explicitement, ou
            simplement de se poser, implicitement, en propriétaire d'un quelconque article ou d'un
            quelconque domaine de connaissance, quelles que soient ses connaissances reconnues ou
            supposées. Cela va à l'encontre d'un de nos principes fondateurs qui expose que
            Wikipédia est publiée sous licence libre et ouverte à tous, ce
            principe impliquant notamment que personne n'a le contrôle d'un
            article particulier.
Hégésippe
            | ±?± 4
            octobre 2009 à 08:55 (CEST)"
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a102"" when-iso=""2009-10-04T19:36"" who=""psn:cmr-wikiconflits-p678119"" xml:id=""cmr-wiki-c001-a103"">
<p>Je m'excuse de vous le dire mais celui qui pose problème ici c'est assurément Parthes.
            Si vous lisez les paragraphes précédents de ce volet discussion vous pourrez voir que je
            suis très loins d'être le seul à être exaspéré par l'emprise de l'idéologie sur la
            raison, or c'est pertinément dans ce sens que Parthes persévère envers et contre tous en
            supprimant des passages contraires à son idéal. Il supprime par exemple mon article sur
            l'héritabilité du Q.I et affirme que le nombre d'études est insuffisant pour pouvoir
            tirer des conclusions. Mais d'ou sort-il cette affirmation ? Des études ont été faites
            sur des centaines de milliers de cas ! --</p>
<!-- #ajout référence et incrémentation supérieure          -->
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:dumoulinb"">Dumoulinb</ref>
              (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:dumoulinb"">d</ref>)
            4 octobre 2009 à 19:36 (CEST)</signed></post>";"
Je m'excuse de vous le dire mais celui qui pose problème ici c'est assurément Parthes.
            Si vous lisez les paragraphes précédents de ce volet discussion vous pourrez voir que je
            suis très loins d'être le seul à être exaspéré par l'emprise de l'idéologie sur la
            raison, or c'est pertinément dans ce sens que Parthes persévère envers et contre tous en
            supprimant des passages contraires à son idéal. Il supprime par exemple mon article sur
            l'héritabilité du Q.I et affirme que le nombre d'études est insuffisant pour pouvoir
            tirer des conclusions. Mais d'ou sort-il cette affirmation ? Des études ont été faites
            sur des centaines de milliers de cas ! --

Dumoulinb
              (d)
            4 octobre 2009 à 19:36 (CEST)"
Quotient intellectuel;"<post n=""2"" ref=""#cmr-wiki-c001-a103"" when-iso=""2009-10-04T21:35"" who=""psn:cmr-wikiconflits-ip01763"" xml:id=""cmr-wiki-c001-a104"">
<p>Je voudrais juste remercier Dumoulinb pour sa collaboration à cet article, je trouve
            qu'il y a beaucoup apporté. --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Spécial:contributions/62.235.207.102"">62.235.207.102</ref> (<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:62.235.207.102"">d</ref>)
            4 octobre 2009 à 21:35 (CEST)</signed></post>";"
Je voudrais juste remercier Dumoulinb pour sa collaboration à cet article, je trouve
            qu'il y a beaucoup apporté. --
62.235.207.102 (d)
            4 octobre 2009 à 21:35 (CEST)"
